"","Rating","Review","reviewDate","rating_year"
"76",10,"Rarely can it be said that a film has defined a genre but never is that more true than in the case of The Godfather Since the release of the 1972 epic which garnered ten Academy Award nominations and was named Best Picture all gangsterRarely can it be said that a film has defined a genre but never is that more true than in the case of The Godfather Since the release of the 1972 epic which garnered ten Academy Award nominations and was named Best Picture all gangster movies have been judged by the standards of this one unfair as the comparison may be If a film is about Jewish mobsters it s a Jewish Godfather if it s about the Chinese underworld it s an Oriental Godfather if it takes place in contemporary times it s a modern day Godfather If The Godfather was only about gun toting Mafia types it would never have garnered as many accolades The characteristic that sets this film apart from so many of its predecessors and successors is its ability to weave the often disparate layers of story into a cohesive whole Any of the individual issues explored by The Godfather are strong enough to form the foundation of a movie Here however bolstered by so many complimentary themes each is given added resonance The picture is a series of mini climaxes all building to the devastating definitive conclusion Rarely does a film tell as many diverse yet interconnected stories Strong performances solid directing and a tightly plotted script all contribute to The Godfather s success This motion picture was not slapped together to satiate the appetite of the masses it was carefully and painstakingly crafted Every major character and more than a few minor ones is molded into a distinct complex individual Stereotypes did not influence Coppola s film although certain ones were formed as a result of it Despite the likes of Serpico Dog Day Afternoon Scarface And Justice for All and Scent of a Woman on his resume Pacino is best remembered for the role he created in The Godfather and subsequently reprised in two sequels While this is not his most demonstrative performance indeed he is exceptionally restrained the quality of the script makes Michael Corleone notable Next to Humphrey Bogart s Rick from Casablanca Oscar winner Marlon Brando s Don Vito may be the most imitated character in screen history The line I m gonna make him an offer he can t refuse has attained legendary status as has the entire performance With his raspy voice deliberate movements and penetrating stare Brando has created a personae that will be recalled for as long as motion pictures exist Don Vito is a most complicated gangster In his own words he is not a killer and he never mixes business with personal matters He puts family first A man who doesn t spend time with his family can never be a real man and despises displays of weakness He understands the burden of power and his wordless sympathy for Michael when he is forced to assume the throne is one of The Godfather s most revealing moments about both father and son We come to The Godfather like Kay Adams outsiders uncertain in our expectations but it doesn t take long for us to be captivated by this intricate violent world The film can be viewed on many levels with equal satisfaction awaiting those who just want a good story and those who demand much more The Godfather is long yes but it is one hundred seventy minutes well spent When the closing credits roll only a portion of the story has been told Yet that last haunting image Kay s shock of recognition coupled with Nino Rota s mournful score leaves a crater like impression that The Godfather Part II only deepens Expand","2015-05-06",2015
"77",10,"This review contains spoilers click expand to view Like the modern Shakespearean tragedy the Godfather is very symbolic in storytelling that out bests other great movies before and after The story about the loss of innocence caused by the life of the mafia and loyalty to the family Its one of those few films that is still clashing with Citizen Kane as the greatest film ever made Marlon Brando plays his iconic role well as the Mafia Don Vito Corleone of the Corleone family a wealthy and powerful family crime syndicate who falls into despair when his idealistic younger son Michael in a chilling performance by Al Pacino decides to turn away from a bright life when other rival drug lords and fellow gangster organizations declare war against them and the ending is tragically unbearable as Michael s life of idealism is corrupted by greed power and violence as Vito lays dying from the wounds of his assassination attempts A film so utterly powerful and legendarily well told its one of those rare films that has a powerful story and well domineering performances that makes it so great it is the reason why its talked about everywhere Francis Ford Coppola has made his mark in cinema history bringing Mario Puzo s shocking gangster fictional novel into a monument of pure entertainment A fine film featuring additional A performances by Robert Duvall James Caan Talia Shire Diane Keaton and the late John Cazale as Michael s friends who are divided emotionally by innocence and gangster hood a important element that makes this a film shadowed with irony and grief a important masterpiece of life and sin and if thought it couldn t be any more tragic wait till you see part 2 Expand","2015-04-29",2015
"78",10,"Rarely can it be said that a film has defined a genre but never is that more true than in the case of The Godfather Since the release of the 1972 epic which garnered ten Academy Award nominations and was named Best Picture all gangsterRarely can it be said that a film has defined a genre but never is that more true than in the case of The Godfather Since the release of the 1972 epic which garnered ten Academy Award nominations and was named Best Picture all gangster movies have been judged by the standards of this one unfair as the comparison may be If a film is about Jewish mobsters it s a Jewish Godfather if it s about the Chinese underworld it s an Oriental Godfather if it takes place in contemporary times it s a modern day Godfather If The Godfather was only about gun toting Mafia types it would never have garnered as many accolades The characteristic that sets this film apart from so many of its predecessors and successors is its ability to weave the often disparate layers of story into a cohesive whole Any of the individual issues explored by The Godfather are strong enough to form the foundation of a movie Here however bolstered by so many complimentary themes each is given added resonance The picture is a series of mini climaxes all building to the devastating definitive conclusion Rarely does a film tell as many diverse yet interconnected stories Strong performances solid directing and a tightly plotted script all contribute to The Godfather s success This motion picture was not slapped together to satiate the appetite of the masses it was carefully and painstakingly crafted Every major character and more than a few minor ones is molded into a distinct complex individual Stereotypes did not influence Coppola s film although certain ones were formed as a result of it Despite the likes of Serpico Dog Day Afternoon Scarface And Justice for All and Scent of a Woman on his resume Pacino is best remembered for the role he created in The Godfather and subsequently reprised in two sequels While this is not his most demonstrative performance indeed he is exceptionally restrained the quality of the script makes Michael Corleone notable Next to Humphrey Bogart s Rick from Casablanca Oscar winner Marlon Brando s Don Vito may be the most imitated character in screen history The line I m gonna make him an offer he can t refuse has attained legendary status as has the entire performance With his raspy voice deliberate movements and penetrating stare Brando has created a personae that will be recalled for as long as motion pictures exist The Godfather had three Best Supporting Actor nominees all well deserved The first was Pacino who probably should have been nominated alongside Brando in the Best Actor category The other two were James Caan and Robert Duvall In a way it s surprising that Duvall wasn t passed over His presence in The Godfather isn t flashy or attention arresting Like his character of Tom Hagen he is steady reliable and stays in the background Not so for Caan s Sonny whose demonstrative and volatile personality can t be overlooked Family responsibility A father s legacy The need to earn respect The corrupting influence of power These are some of the ingredients combined in Francis Ford Coppola s cinematic blender They are themes which have intrigued the greatest authors of every medium through the centuries Although the issues presented in The Godfather are universal in scope the characters and setting are decidedly ethnic Even to this day there is an odd romanticism associated with New York s Italian crime families The word Mafia conjures up images of the sinister and mysterious scenes of the sort where Luca Brasi meets his fate Francis Ford Coppola has tapped into this fascination and woven it as yet another element of the many that make his motion picture a compelling experience We come to The Godfather like Kay Adams outsiders uncertain in our expectations but it doesn t take long for us to be captivated by this intricate violent world The film can be viewed on many levels with equal satisfaction awaiting those who just want a good story and those who demand much more The Godfather is long yes but it is one hundred seventy minutes well spent When the closing credits roll only a portion of the story has been told Yet that last haunting image Kay s shock of recognition coupled with Nino Rota s mournful score leaves a crater like impression that The Godfather Part II only deepens Expand","2015-04-29",2015
"79",10,"Rarely can it be said that a film has defined a genre but never is that more true than in the case of The Godfather Since the release of the 1972 epic which garnered ten Academy Award nominations and was named Best Picture all gangsterRarely can it be said that a film has defined a genre but never is that more true than in the case of The Godfather Since the release of the 1972 epic which garnered ten Academy Award nominations and was named Best Picture all gangster movies have been judged by the standards of this one unfair as the comparison may be If a film is about Jewish mobsters it s a Jewish Godfather if it s about the Chinese underworld it s an Oriental Godfather if it takes place in contemporary times it s a modern day Godfather If The Godfather was only about gun toting Mafia types it would never have garnered as many accolades The characteristic that sets this film apart from so many of its predecessors and successors is its ability to weave the often disparate layers of story into a cohesive whole Any of the individual issues explored by The Godfather are strong enough to form the foundation of a movie Here however bolstered by so many complimentary themes each is given added resonance The picture is a series of mini climaxes all building to the devastating definitive conclusion Rarely does a film tell as many diverse yet interconnected stories Strong performances solid directing and a tightly plotted script all contribute to The Godfather s success This motion picture was not slapped together to satiate the appetite of the masses it was carefully and painstakingly crafted Every major character and more than a few minor ones is molded into a distinct complex individual Stereotypes did not influence Coppola s film although certain ones were formed as a result of it Despite the likes of Serpico Dog Day Afternoon Scarface And Justice for All and Scent of a Woman on his resume Pacino is best remembered for the role he created in The Godfather and subsequently reprised in two sequels While this is not his most demonstrative performance indeed he is exceptionally restrained the quality of the script makes Michael Corleone notable Don Vito is a most complicated gangster In his own words he is not a killer and he never mixes business with personal matters He puts family first A man who doesn t spend time with his family can never be a real man and despises displays of weakness He understands the burden of power and his wordless sympathy for Michael when he is forced to assume the throne is one of The Godfather s most revealing moments about both father and son Family responsibility A father s legacy The need to earn respect The corrupting influence of power These are some of the ingredients combined in Francis Ford Coppola s cinematic blender They are themes which have intrigued the greatest authors of every medium through the centuries Although the issues presented in The Godfather are universal in scope the characters and setting are decidedly ethnic Even to this day there is an odd romanticism associated with New York s Italian crime families The word Mafia conjures up images of the sinister and mysterious scenes of the sort where Luca Brasi meets his fate Francis Ford Coppola has tapped into this fascination and woven it as yet another element of the many that make his motion picture a compelling experience We come to The Godfather like Kay Adams outsiders uncertain in our expectations but it doesn t take long for us to be captivated by this intricate violent world The film can be viewed on many levels with equal satisfaction awaiting those who just want a good story and those who demand much more The Godfather is long yes but it is one hundred seventy minutes well spent When the closing credits roll only a portion of the story has been told Yet that last haunting image Kay s shock of recognition coupled with Nino Rota s mournful score leaves a crater like impression that The Godfather Part II only deepens Expand","2015-04-24",2015
"80",10,"Just excellent film with great acting on definitely worth your time Enjoyed from start to finish It really shows the Italian Mafia Great work went into this movie","2015-04-23",2015
"81",10,"Don Vito Corleone Brando is brutally persued when he refuses to sulley the family business with drugs His eldest Sonny Caan steps in to take the helm in his father s illness but is riddled with bullets It is up to Michael Pacino Don Vito Corleone Brando is brutally persued when he refuses to sulley the family business with drugs His eldest Sonny Caan steps in to take the helm in his father s illness but is riddled with bullets It is up to Michael Pacino the war hero and beloved son to step up redeem the family s honour It could be argued that Francis Ford Coppola s film of Mario Puzo s bestseller at once an art movie and a commercial blockbuster marked the dawn of the age of the mega movie Appropriately the film is about a similar transition in organised crime as the gentlemanly but sinister world of Don Vito Brando is eclipsed by the more brutal and expedient organisation represented by the doomed Sonny Caan and the calculating Michael Pacino With a period setting evoked by amber tinted photography and Nino Rota s elegantly decadent score The Godfather has dated a lot less than most films of the early 70s It paces itself deliberately making its moments of action and horror more telling for the leisurely paths it weaves between them With performances style and substance to savour this shows how it is possible to smash box office records without being mindless With performances style and substance to savour this shows how it is possible to smash box office records without being mindless Expand","2015-04-19",2015
"82",10,"This review contains spoilers click expand to view It could be argued that Francis Ford Coppola s film of Mario Puzo s bestseller at once an art movie and a commercial blockbuster marked the dawn of the age of the mega movie Appropriately the film is about a similar transition in organised crime as the gentlemanly but sinister world of Don Vito Brando is eclipsed by the more brutal and expedient organisation represented by the doomed Sonny Caan and the calculating Michael Pacino The old gangster movie is represented by Richard Conte and Sterling Hayden in bit parts while Brando s cotton cheeked patriarch represents everything about old Hollywood that Coppola aspired to The younger generation is represented by the then fresh exciting talents who remain respected names in their profession Pacino Robert Duvall Caan Diane Keaton This is a film that has entered popular culture even if you ve never seen it you know the lines Luca Brasi sleeps with the fishes and some of the scenes the horse s head But there s more to it than moments imprinted on the psyche With a period setting evoked by amber tinted photography and Nino Rota s elegantly decadent score The Godfather has dated a lot less than most films of the early 70s It paces itself deliberately making its moments of action and horror more telling for the leisurely paths it weaves between them With performances style and substance to savour this shows how it is possible to smash box office records without being mindless With performances style and substance to savour this shows how it is possible to smash box office records without being mindless Expand","2015-04-19",2015
"83",5,"I don t know what people see in this movie because it s so boring and non sense I don t even saw the 2nd and 3rd movie because this is really anoying","2015-04-17",2015
"84",10,"Arguably the greatest movie ever made A cast of relative unknowns Pacino Diane Keaton James Caan Robert Duvall and John Cazale join with the great Brando who was in a low point in his career Perfectly written and flawlesslyArguably the greatest movie ever made A cast of relative unknowns Pacino Diane Keaton James Caan Robert Duvall and John Cazale join with the great Brando who was in a low point in his career Perfectly written and flawlessly directed Pacino plays the role of Michael perfectly understated so understated that the studio wanted to fire him Apparently he wasn t yelling like an Italian should Expand","2015-04-05",2015
"85",10,"Such a freaking classic Don Vito Corleone You talk about vengeance Is vengeance going to bring your son back to you Or my boy to me the godfather to me is a bloody brilliant masterpiece of a film and people may say it is not they cup ofSuch a freaking classic Don Vito Corleone You talk about vengeance Is vengeance going to bring your son back to you Or my boy to me the godfather to me is a bloody brilliant masterpiece of a film and people may say it is not they cup of tea and am okay with that but this movie changed the way that I thought of movies the story is about a man called Don Vito Corleone who has this big family and big friends and all in the middle of all of that the family and friends don t know that he works with the gangsters The acting is out of this world and the music is so chilling and moving with a gangster feel mixed with it R I P Marlon Brando you beautiful man your brilliant actor bring us a strong Character in the movie that you deserved more then one Oscar and this movie deserved more then 3 Oscars it deserved 10 Oscars that s how good to movie is Expand","2015-03-26",2015
"86",10,"Great movie although a bit long VERY LONG This is still without a doubt a 10 I haven t watched the next parts but I hope they re just as good in all honesty doesn t seem like it according to others","2015-03-18",2015
"87",10,"One of the greatest crime films ever made This is what I call golden cinema The Godfather is dripping with powerful ideas it s a very poetic depiction of the mafia and the camera movements are simply stunning The entire cast deliverOne of the greatest crime films ever made This is what I call golden cinema The Godfather is dripping with powerful ideas it s a very poetic depiction of the mafia and the camera movements are simply stunning The entire cast deliver stunning performances And most notably it s a very very unconventionally structured film This is a masterpiece Expand","2015-01-23",2015
"88",10,"I apologize for not reviewing this trilogy sooner but I wanted to wait until I have seen all of them Leave the gun take the cannolis The first of The Godfather trilogy is one of the best mafia movies of all time In fact it is so I apologize for not reviewing this trilogy sooner but I wanted to wait until I have seen all of them Leave the gun take the cannolis The first of The Godfather trilogy is one of the best mafia movies of all time In fact it is so accurate in its portrayal of mob families that actual mafia people confirmed it The acting especially between Marlon Brando and Al Pacino is electrifying Almost everything in the movie is believable and the screenplay is close to flawless The Godfather definitely deserves all the praise it gets and is in no way overrated Expand","2015-01-06",2015
"89",10,"The Godfather is a 1972 American crime film directed by Francis Ford Coppola and produced by Albert S Ruddy from a screenplay by Mario Puzo and Coppola Starring Marlon Brando and Al Pacino as the leaders of a fictional New York crimeThe Godfather is a 1972 American crime film directed by Francis Ford Coppola and produced by Albert S Ruddy from a screenplay by Mario Puzo and Coppola Starring Marlon Brando and Al Pacino as the leaders of a fictional New York crime family the story spans the years 1945 55 concentrating on the transformation of Michael Corleone from reluctant family outsider to ruthless Mafia boss while chronicling the Corleones under the patriarch Vito Expand","2015-01-01",2015
"90",10,"It s on kind of those movies that you must watch before and you die and you re prohibited to hate it A forever classic The Godfather has all the elements of a ground breaking movie Astonishing cinematography excellent choice onIt s on kind of those movies that you must watch before and you die and you re prohibited to hate it A forever classic The Godfather has all the elements of a ground breaking movie Astonishing cinematography excellent choice on choosing Gordon Willis by the way carefully directing superb acting by the entire cast and a marvelous screenplay Find this movie as soon as you can and watch it and again and again and again and again This one is worth of your time Expand","2014-12-19",2014
"91",9,"it might be a long movie but you dont want it to end The best gangster film of all time no doubt marlon brando improvisation made this move and the movie is joined with 2 other amazing films which makes it the best triolgy Al pacino as perit might be a long movie but you dont want it to end The best gangster film of all time no doubt marlon brando improvisation made this move and the movie is joined with 2 other amazing films which makes it the best triolgy Al pacino as per usual at his best its a young al pacino that you see another rang of his brilliant acting skills Expand","2014-12-03",2014
"92",10,"I assume the negative reviews of this movie are people having a laugh Its one of the greatest movies ever made FACT After reading some of the reviews I just had to write my own one particular review by lets call him Brian McInnis I assume the negative reviews of this movie are people having a laugh Its one of the greatest movies ever made FACT After reading some of the reviews I just had to write my own one particular review by lets call him Brian McInnis is the most moronic piece of rubbish I have ever read what an idiot Anyway its definitely the best gangster film ever made its actually almost perfect miles better than anything from Scorsese Unbelievable cast featuring undoubtedly the greatest actor of all time Marlon Brando in an unforgetable performance There has never been another movie like it and there never will Expand","2014-11-21",2014
"93",10,"A very powerful and well done movie So unpredictable so suspenseful so full of offers you cannot refuse A masterpiece that changed cinema as we know it There is no way anybody could ever consider this movie boring unless they expectA very powerful and well done movie So unpredictable so suspenseful so full of offers you cannot refuse A masterpiece that changed cinema as we know it There is no way anybody could ever consider this movie boring unless they expect explosions every 10 minutes Expand","2014-11-13",2014
"94",10,"This movie is fantastic but it is old I say that because I mean to say that it is of a style that s not so popular any more in Hollywood movies where tone and feel take priority over raw action So if you need action on a drip feed toThis movie is fantastic but it is old I say that because I mean to say that it is of a style that s not so popular any more in Hollywood movies where tone and feel take priority over raw action So if you need action on a drip feed to avoid falling asleep then this movie isn t for your situation It s a methodical story over a long time period and even is a little fuzzy on how much time is passing at a few points I don t think it takes away from the arc of the film I do understand if a person isn t always ready to watch a slower film though so my advice if you can t stand the opening section is to turn it off and try watching it another time This is a quality film but the modern audience has been trained away from this style quite a bit so wait for the moment to strike you instead of forcing it Expand","2014-11-04",2014
"95",10,"What can be said The Godfather is one of the masterpieces of cinema where every element is perfected and congeals to create something that is a work of art the score aesthetics characterisation directing script and acting ItWhat can be said The Godfather is one of the masterpieces of cinema where every element is perfected and congeals to create something that is a work of art the score aesthetics characterisation directing script and acting It catapulted Francis Ford Coppola to the forefront of the New Hollywood wave was the breakthrough for such stars as Al Pacino James Caan Robert Duvall Talia Shire Diane Keaton etc and cemented Marlon Brando s status in the pantheon of cinematic legends though his work as Vito Corleone here is more supporting than leading There is dissent over whether this is rightly considered to be one of the greatest movies of all time For me it is not the greatest movie but is among them and the length is certainly felt when first watched The Godfather is a draining experience But it ages well with repeat viewings It meets the definition of classic and then some It is memorable and masterful If Part II overshadows it it is only because Part I was so damn great nobody thought it could be topped Expand","2014-11-02",2014
"96",9,"The movie just like the water flow in the head Fresh cool and in the same time it blow but it doesn t make me dead man with the blind eyes This is the moment when the masterpiece talked even the movie sometimes make me a little bitThe movie just like the water flow in the head Fresh cool and in the same time it blow but it doesn t make me dead man with the blind eyes This is the moment when the masterpiece talked even the movie sometimes make me a little bit blowing that s mean confused but the movie has never wrong In turn it take some capable of beauty and I say the movie was rising a thousand thumbs up Expand","2014-10-21",2014
"97",10,"Absolutely brilliant That is all I can say This is in my top 10 this film is perfection A classic If you haven t watch it yet you have to do it I could expand and say more but I don t really want to judge yourself","2014-09-30",2014
"98",10,"The best most quotable well done gory Romantic amazing you will ever see I m just going to wait here until you go and see it Even if you don t bother with the other two Godfathers this one is worth seeing Some day I may call upon you The best most quotable well done gory Romantic amazing you will ever see I m just going to wait here until you go and see it Even if you don t bother with the other two Godfathers this one is worth seeing Some day I may call upon you That day may never come but for now consider this a gift on my daughters wedding day That day has comme and I nose call upon you to watch this movie Expand","2014-09-23",2014
"99",10,"The thing I love about The Godfather is the accurate portrayal of the mafia There aren t gratuitous scenes or extreme Hollywood drama It is a timeless classic and honestly I have seen it 50 times and never get sick of it Marlon Brando sThe thing I love about The Godfather is the accurate portrayal of the mafia There aren t gratuitous scenes or extreme Hollywood drama It is a timeless classic and honestly I have seen it 50 times and never get sick of it Marlon Brando s performance as Vito Corleone is impeccable and some of the best acting I have ever seen Expand","2014-09-21",2014
"100",10,"When it comes to The Godfather there is no matching it No mafioso gangster film will ever be able to surpass it It s devastating action and complex family moments are intricately designed A classic and an unparalleled ensemble","2014-08-27",2014
"101",10,"The first Godfather was the movie that set and saved the Directors carrier The cinematography makes amazing use of the cameras at the time The development of the characters are slow yet very well done the only thing I have to say is thatThe first Godfather was the movie that set and saved the Directors carrier The cinematography makes amazing use of the cameras at the time The development of the characters are slow yet very well done the only thing I have to say is that some of the scenes in Sicily were not needed for the story Expand","2014-08-24",2014
"102",9,"El Padrino ya es un clásico del cine Sin duda una gran película y la mejor de las tres por varias razones Marlon Brando que se marca un papelón Al Pacino que en mi opinión está mejor que en las dos siguientes por su papel de iniciadoEl Padrino ya es un clásico del cine Sin duda una gran película y la mejor de las tres por varias razones Marlon Brando que se marca un papelón Al Pacino que en mi opinión está mejor que en las dos siguientes por su papel de iniciado en el mundo mafioso y la trama creo que tiene un punto interesante que a la 2 le faltó y no digamos ya a la 3 Se puede hacer algo pesada por su duración pero tiene grandes escenas y diálogos poderosos Expand","2014-08-19",2014
"103",10,"Often considered one of the best movies ever made this movie wouldn t be too long if it was 24 hours long It shows you it s world you enter it and sadly after just three hours it ends Perfectly directed brilliant screenplay flawlessOften considered one of the best movies ever made this movie wouldn t be too long if it was 24 hours long It shows you it s world you enter it and sadly after just three hours it ends Perfectly directed brilliant screenplay flawless performances timeless Expand","2014-08-13",2014
"104",10,"That s a movie to always remember It becomes alive every time you watch it The story is a diamond necklace And with the finest actors it becomes the finest movie of all time I really feel ashamed not to give it a 10 It s the greatest inThat s a movie to always remember It becomes alive every time you watch it The story is a diamond necklace And with the finest actors it becomes the finest movie of all time I really feel ashamed not to give it a 10 It s the greatest in my opinion Expand","2014-08-11",2014
"105",10,"My favourite film of all time and the true Godfather of the gangster film genre This film has it all memorable characters and scenes terrific acting all round James Caan as Sonny Corleone and Al Pacino as Michael are amongst the bestMy favourite film of all time and the true Godfather of the gangster film genre This film has it all memorable characters and scenes terrific acting all round James Caan as Sonny Corleone and Al Pacino as Michael are amongst the best acting performances I ve seen and a wonderful and gripping storyline And it s all beautifully filmed the dark and smoky interiors of the Corleone s retreat complete with Godfather sitting in the corner in his armchair face shadowed the family wedding Michael s exile in Sicilly and of course the tense scenes at the hospital and the famous restaurant scene where Michael turns killer for the first time Totally memorable and no other film I ve seen is quite as perfect polished or stylish as the Godfather Expand","2014-08-09",2014
"106",9,"Review Date July 24 2014 Movie Review 1 The Godfather If I ever get a job offer to write Movie Reviews and get paid for it it is an offer I can t refuse This movie is often quotable to those that have seen it and it is no surpriseReview Date July 24 2014 Movie Review 1 The Godfather If I ever get a job offer to write Movie Reviews and get paid for it it is an offer I can t refuse This movie is often quotable to those that have seen it and it is no surprise that this film affected pop culture to a certain degree There was a time where it got a lot of dough and was a hit which in turn became the highest grossing motion picture at a time back in the 1970 s when The Godfather succeeded in the box office Times have changed and this film is no longer the highest grossing motion picture but still to this day it still remains as a remarkable film Is there anything that has not been said about The Godfather Probably not but that is not going to stop me from sharing my thoughts regarding Francis Ford Coppola s masterpiece The Godfather is a tale of a New York Mafia family and their struggle to protect their empire from rival families as the leadership switches from the father to his youngest son which carries a heavy weight This film often gets praised for its acting and that s no surprise there Even though The Godfather ended up as a trilogy Most of the cast may have left a huge impression in the second Godfather film but the first movie still has terrific acting throughout the entire film Marlon Brando s performance as Don Corelone is very likely and arguably his best role in his film career Even though the late Marlon Brando was a well respected actor before and since The Godfather He was not the only reason that The Godfather is a great film The casting is a rather interesting one since it contains actors that either have been around for a number of years or actors that are quite new but had a couple roles James Caan plays a hot tempered Sonny Robert Duvall has a great voice of reason in playing Tom Hagen Diane Keaton plays her supporting role quite fittingly as Kay Adams and Al Pacino s performance really makes Michael Corleone an intriguing character in the film and that carries on in the later films The entire performance of every cast member feels natural even if there were a number of takes shot in the movie Some may say that this movie has some of the greatest acting in the history of cinema but I think that would be a bit of a stretch to make that claim The entire cast makes all the characters believable and realistic in their portrayal The Godfather might not be the most realistic portrayal of the Mafia but it is certainly the most romanticized Mafia movie However there are some realistic moments which is the brutality that The Godfather portrays and Khartoum was the first example of this film s brutality I also don t think that the brutality is a way of glorifying violence in the film it is first and foremost a cinematic portrait of the Mafia and it also serves as a thought provoking character study which carries on in the later films It may be a romanticized portrait of the Mafia and it may be a bit realistic in its brutal moments but it doesn t feel out of place Considering the film is set in the 1940 s with the notion that it is a romaticized portrayal of the Mafia there s a theme of moral ambiguity that allows the viewer to think and question about the character inside the movie I find it strange that outside of the movie it is possible that a viewer and myself if I may add finds the moral ambiguity fascinating in The Godfather It carries on in the story that is told in the film One of the fitting touches is the music by Nino Rota and it s a bit predictable that it has that Italian sound but it is extremely fitting to the film Like the film itself Nino Rota s Film score to The Godfather is highly regarded as one of the greatest film scores in cinema I can say it s hard not to like It definitely has the Italian feeling and it compliments the movie perfectly I should add an interesting additional note that Carmine Coppola the father of Francis Ford Coppola did compose some of the additional music I find this kind of interesting considering that the Father and Son relationship between Michael and Vito was intriguely written If that isn t interesting enough Francis Ford Coppola put his daughter Sofia in the movie too with a cameo appearance as a baby boy Some members of the family may have been involved in this movie and even the later Godfather films but family also plays a theme in The Godfather Another nice element that gives the film its elegance is Gordon Willis cinematography The film is shot well the movie looks like it is in the 1940 s The cars you will see in the movie were cars made in the 1940 s and this movie was only made in 1972 so it wasn t too difficult to find vehicles like that The design is fitting for this film because of its setting Overall The entire movie is shot extremely well Even though this is an adaptation of Mario Puzo s novel of the same name published in 1969 Mario Puzo and Francis Ford Coppola did write the screenplay and regardless if the movie faithfully follows the book from the first page to the last Francis Ford Coppola and Mario Puzo are contempt with the changes that are there from Book to Movie Even though The Godfather is a considered one of the greatest movies ever made I was very close in rating this film a 10 out of 10 but I noticed a couple hiccups in the film even though they are small errors they are not influencing me to change my mind that I find The Godfather to be a terrific film those who saw the movie at face value can unanimously agree that The Godfather is a great film My philosophy of The 10 rating is that it is as great as it is ever going to get They are not perfect because of a rating like that There could be some mistakes and some miniscule flaws that can be found but are excused Even if that were the case they don t ruin the movie whatsoever There really is no such thing as a perfect movie Francis Ford Coppola pulled the strings with the terrific acting excellent cinematography fitting music believable characters and an intriguing plot It is not only one of Francis Ford Coppola s masterpieces it is one of the masterpieces in cinema This film gets my Thumbs Up it s a 5 star film My overall rating of The Godfather is a 9 9 out of 10 it is an excellent film Expand","2014-07-24",2014
"107",10,"The Godfather is a really really good movie Through the 175 minutes of The Godfather there is never a part that is boring or doesn t make any sense","2014-07-18",2014
"108",8,"I d never seen the Godfather prior to this weekend A friend of mine asked how I can consider myself a movie reviewer when I haven t even seen the film that is widely considered to be the best of all time He had a point so I decided toI d never seen the Godfather prior to this weekend A friend of mine asked how I can consider myself a movie reviewer when I haven t even seen the film that is widely considered to be the best of all time He had a point so I decided to rent it and my verdict is it While the Godfather is a tremendous epic drama I really don t see how it is considered to be the best film ever made It s a great story with a superstar cast which set the genre for all the mafia films that followed but that in and of itself means the film is going to have problems As with other mafia films it s difficult to keep track of who s who in the large cast It also moves rather quickly and viewers like myself are going to have a very difficult time of trying to follow the erratic timeline of the film Some parts move at a snails pace while other just fly by and what is with the music The soundtrack is almost as acclaimed as the film but honestly if I had to hear that song one more time during this three hour epic I may have gone out and killed someone myself For those unfamiliar with the story it follows the evolution of the Corleone family as they transition from one leader to the next The story is fantastic and is the furthest thing from predictable that you will ever find It is filed with classic scenes and renowned performance from Marlon Brando and Al Pacino but I really have a hard time calling such a complicated story with that much violence the best of all time The Godfather is a terrific movie and I m glad that I finally got to see it but in a word the film is overrated Expand","2014-06-23",2014
"109",10,"An absolute masterpiece This adaptation of Mario Puzo s novel is perfectly directed and masterfully acted A never aging classic that proves that cinematography can be an art","2014-06-19",2014
"110",9,"All though those three hours were a bit exhausting to me I would still say that watching The Godfather was exiting and thrilling and I would recommend it to everyone just so everyone could see what the buzz over this film is all about","2014-05-20",2014
"111",10,"This review contains spoilers click expand to view I love this movie over 5 years now I ve seen a lot of movies since that time and none of it will ever compare to this masterpiece Al Pacino is the best gangster ever It did changed my ideology Just a few movies could do that and that is one of them Expand","2014-04-25",2014
"112",10,"En su época esta película fue muy reveladora con el tema de pelis de Gangster gran escenografia en retratando esos años 40 unas interpretaciones soberbias la banda sonora una historia muy cruda y a la vez maravillosa Imprescindible","2014-04-16",2014
